DatosPersonales_Finiquito;Fecha_Termino;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;Id_Establecimiento;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DatosPersonales_Finiquito;Id_Funcionario;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
Decreto_Pago;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.343750;0.218750;0.125000
Decreto_Pago;aaDecreto_Pago_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.031250
Decreto_Pago;ID_Haber;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.015625
Decreto_Pago;SW_Clasificador2008;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.015625;0.015625;0.039062
DescuentoBienestar;NULL;HEAP;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DescuentoBienestar;aaaDescuentoBienestar_PK;NONCLUSTERED;1;1;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
DescuentoBienestar;Id_Bienestar;NONCLUSTERED;0;0;NULL;NULL;NULL;NULL;NULL;NULL;0.000000;0.000000;0.000000
